player_name,pitch_type,game_year,release_speed,effective_speed,release_extension,description,release_spin_rate,estimated_woba_using_speedangle,woba_value,woba_denom
"McGee, Jake",FF,2020,95.2,95.5,6.6,foul,2411,,,
"Martin, Chris",SI,2020,95.0,94.8,6.4,foul,2250,,,
"Paredes, Enoli",FF,2020,95.6,96.1,6.4,swinging_strike,2207,,,
"Raley, Brooks",FC,2020,84.6,83.3,5.6,foul,2890,,,
"McGee, Jake",FF,2020,94.8,94.1,6.1,foul,2498,,,
"Matzek, Tyler",FF,2020,96.0,95.5,6.6,foul_tip,2690,,,
"Scrubb, Andre",FC,2020,95.3,95,6.1,foul,2483,,,
"Graterol, Brusdar",SI,2020,99.0,97.1,5.7,swinging_strike,2032,,,
"Wilson, Bryse",FF,2020,95.9,95.8,6.6,swinging_strike,2266,,0,1
"Smith, Will",FF,2020,93.3,93.1,6.2,hit_into_play,2346,0.847,0.9,1
"Slegers, Aaron",SI,2020,92.9,94.7,7.2,foul,2062,,,
"Raley, Brooks",FC,2020,89.3,88.6,5.6,foul,2720,,,
"Garcia, Luis",FF,2020,97.1,97.1,6.3,foul,2345,,,
"Greene, Shane",FF,2020,92.7,90.6,5.4,hit_into_play,1997,1.655,0,1
"Matzek, Tyler",FF,2020,93.9,93.3,6.4,hit_into_play,2701,0,0,1
"Slegers, Aaron",FF,2020,88.1,89.2,7,foul,2110,,,
"James, Josh",FF,2020,96.6,97.4,6.7,hit_into_play,2362,1.983,2,1
"McGee, Jake",FF,2020,95.6,97,7.3,foul,2471,,,
"Smith, Will",FF,2020,94.5,94.5,6.2,foul,2362,,,
"Garcia, Luis",FC,2020,89.4,89.7,6.1,hit_into_play,2199,0.425,0,1
"Raley, Brooks",FC,2020,88.6,87.6,5.5,foul,2601,,,
"Graterol, Brusdar",SI,2020,100.7,99,5.7,foul,1977,,,
"González, Victor",SI,2020,95.4,95,6.2,foul,2281,,,
"Fleming, Josh",SI,2020,94.6,95.3,6.3,foul,1968,,,
"Pressly, Ryan",FF,2020,95.0,95.2,6.3,hit_into_play,2326,0.503,0.9,1
"Scrubb, Andre",FC,2020,96.2,95.8,6,hit_into_play,2339,0.879,0.9,1
"McGee, Jake",FF,2020,94.6,94.1,6.4,hit_into_play,2439,0.769,0.9,1
"Graterol, Brusdar",SI,2020,100.7,99.4,5.8,foul,2082,,,
"Smith, Will",FF,2020,94.8,95.2,6.3,foul,2337,,,
"Martin, Chris",SI,2020,95.1,95,6.3,hit_into_play,2188,0.149,0,1
"Wilson, Bryse",FF,2020,95.7,95.7,6.6,swinging_strike,2210,,,
"Matzek, Tyler",FF,2020,97.3,96.4,6.5,foul_tip,2815,,0,1
"Kershaw, Clayton",FF,2020,91.7,90.3,6.4,foul,2695,,,
"Smith, Will",FF,2020,94.7,94.7,6.3,foul,2376,,,
"Fleming, Josh",SI,2020,94.0,94.4,6.3,swinging_strike,1941,,0,1
"Martin, Chris",FC,2020,88.4,88.5,6.4,foul,1349,,,
"Garcia, Luis",FC,2020,88.7,88.8,6.1,swinging_strike,2203,,,
"Fleming, Josh",SI,2020,93.7,93.7,6.3,foul,1868,,,
"Pressly, Ryan",FF,2020,95.3,95.4,6.4,swinging_strike,2560,,0,1
"McGee, Jake",FF,2020,92.6,91.7,6.1,foul,2369,,,
"Graterol, Brusdar",SI,2020,99.1,97.8,5.9,hit_into_play,1974,0.691,0,1
"Greene, Shane",SI,2020,91.9,90.4,5.6,foul,2065,,,
"Taylor, Blake",FF,2020,95.2,96.2,6.8,hit_into_play,2331,1.953,2,1
"Fleming, Josh",SI,2020,93.4,93.7,6.4,swinging_strike,1847,,,
"Floro, Dylan",SI,2020,95.3,94.3,6.2,hit_into_play,2273,1.767,2,1
"Slegers, Aaron",SI,2020,92.6,93.9,7.1,hit_into_play,1890,0.084,0,1
"Paredes, Enoli",FF,2020,96.1,96.5,6.3,hit_into_play,2162,0.12,0,1
"Graterol, Brusdar",SI,2020,99.8,97.7,5.6,swinging_strike,2053,,,
"Pressly, Ryan",FF,2020,94.0,93.9,6.3,swinging_strike,2541,,,
"Anderson, Nick",FF,2020,96.4,95.9,6,hit_into_play,2249,0,0,1
"James, Josh",FF,2020,98.3,98.5,6.5,swinging_strike,2454,,,
"Paredes, Enoli",FF,2020,95.4,95.8,6.3,swinging_strike,2263,,,
"Garcia, Luis",FF,2020,95.4,95.2,6.1,hit_into_play,2238,0.264,0,1
"Wilson, Bryse",SI,2020,93.8,93.3,6.3,hit_into_play,2109,0.332,0,1
"Martin, Chris",SI,2020,95.3,94.5,6.3,swinging_strike,2242,,,
"Kershaw, Clayton",FF,2020,90.5,89.8,6.3,hit_into_play,2667,0.234,0.9,1
"Curtiss, John",FF,2020,94.5,95.3,6.6,hit_into_play,2311,1.836,2,1
"McGee, Jake",FF,2020,93.2,92.3,5.8,foul,2550,,,
"Taylor, Blake",FF,2020,94.9,96.1,6.7,swinging_strike,2325,,,
"González, Victor",SI,2020,94.4,94.1,6,swinging_strike,2186,,,
"Urías, Julio",FF,2020,93.9,93.1,6,swinging_strike,2423,,0,1
"Urías, Julio",FF,2020,92.7,91.9,6,swinging_strike,2402,,,
"Glasnow, Tyler",FF,2020,96.8,98.7,7.4,hit_into_play,2309,0.17,0,1
"Glasnow, Tyler",FF,2020,98.9,100.4,7.4,hit_into_play,2492,0.898,0.9,1
"Urías, Julio",FF,2020,94.5,93.4,5.7,hit_into_play,2517,0,0,1
"Glasnow, Tyler",FF,2020,96.3,98.4,7.6,hit_into_play,2570,0.18,0.9,1
"Glasnow, Tyler",FF,2020,97.2,99.2,7.5,foul,2571,,,
"Ynoa, Huascar",FF,2020,95.6,94.7,5.8,foul,2102,,,
"Urías, Julio",FF,2020,94.5,93.5,5.7,foul,2480,,,
"Glasnow, Tyler",FF,2020,95.7,97.5,7.4,foul,2603,,,
"Glasnow, Tyler",FF,2020,96.6,98.6,7.5,hit_into_play,2558,0.272,0,1
"Greinke, Zack",FF,2020,89.3,88.8,6,foul,2281,,,
"Glasnow, Tyler",FF,2020,98.5,100,7.3,hit_into_play,2401,0.572,0.9,1
"Urías, Julio",FF,2020,95.1,94.4,5.9,foul,2440,,,
"Glasnow, Tyler",FF,2020,98.7,100.6,7.5,hit_into_play,2668,1.989,2,1
"Glasnow, Tyler",FF,2020,98.2,100.4,7.6,swinging_strike,2681,,,
"Glasnow, Tyler",FF,2020,97.1,99,7.5,hit_into_play,2342,0.6,0.9,1
"Greinke, Zack",FF,2020,88.3,88.1,6,foul,2283,,,
"Greinke, Zack",FF,2020,90.2,89.7,6,hit_into_play,2329,0.021,0,1
"Glasnow, Tyler",FF,2020,98.3,99.6,7.2,swinging_strike,2490,,,
"Urías, Julio",FF,2020,95.2,94.2,5.8,foul,2460,,,
"Glasnow, Tyler",FF,2020,96.8,98.3,7.2,swinging_strike,2430,,,
"Glasnow, Tyler",FF,2020,98.1,100.5,7.5,hit_into_play,2495,0.499,0,1
"Urías, Julio",FF,2020,96.0,95.2,5.9,foul,2510,,,
"Dayton, Grant",FF,2020,91.3,91.5,6.5,hit_into_play,2132,0.528,0.9,1
"Urías, Julio",FF,2020,95.0,94.1,5.8,hit_into_play,2483,0.925,0.9,1
"Dayton, Grant",FF,2020,90.9,90.9,6.3,swinging_strike,2172,,,
"Dayton, Grant",FF,2020,89.9,90.3,6.5,foul,2178,,,
"Dayton, Grant",FF,2020,91.1,91.1,6.4,hit_into_play,2271,0.34,0.9,1
"Glasnow, Tyler",FF,2020,97.2,99.4,7.5,foul,2480,,,
"Ynoa, Huascar",FF,2020,95.1,94.2,5.7,hit_into_play,2007,0.068,0,1
"Dayton, Grant",FF,2020,90.5,90.9,6.4,foul,2070,,,
"Urías, Julio",FF,2020,95.4,94.3,5.7,hit_into_play,2534,0.324,0,1
"Glasnow, Tyler",FF,2020,97.2,99.4,7.6,foul,2544,,,
"Glasnow, Tyler",FF,2020,99.1,102,7.8,hit_into_play,2308,0.162,0,1
"Dayton, Grant",FF,2020,90.4,90.6,6.4,hit_into_play,2034,0.336,0,1
"Urías, Julio",FF,2020,93.9,93.3,5.9,hit_into_play,2424,1.008,2,1
"Dayton, Grant",FF,2020,89.6,89.4,6.5,foul,2292,,,
"Greinke, Zack",FF,2020,89.1,89.2,6.2,foul,2321,,,
"Urías, Julio",FF,2020,95.1,94.1,5.8,foul,2469,,,
"Urías, Julio",FF,2020,95.4,94.5,6,foul,2524,,,
"Dayton, Grant",FF,2020,91.7,91.3,6.3,foul,2198,,,
"Greinke, Zack",FF,2020,90.3,90.1,6,foul,2325,,,
"Urías, Julio",FF,2020,95.0,94.5,6,foul,2441,,,
"Glasnow, Tyler",FF,2020,98.9,101,7.6,foul,2394,,,
"Urías, Julio",FF,2020,94.6,93.7,5.8,foul,2464,,,
"Dayton, Grant",FF,2020,90.4,90.4,6.4,hit_into_play,2208,0.852,0.9,1
"Urías, Julio",FF,2020,94.1,93.5,6,foul,2352,,,
"Ynoa, Huascar",FF,2020,96.3,95.6,5.8,swinging_strike,2120,,0,1
"Glasnow, Tyler",FF,2020,100.2,102.5,7.6,hit_into_play,2513,0.444,0,1
"Greinke, Zack",FF,2020,90.0,89.4,5.9,hit_into_play,2300,0.141,0,1
"Greinke, Zack",FF,2020,89.3,89.1,6.1,swinging_strike,2314,,,
"Ynoa, Huascar",FF,2020,96.9,96,5.8,foul,1977,,,
"Urías, Julio",FF,2020,95.6,95,6,foul,2400,,,
"Urías, Julio",FF,2020,93.7,92.9,5.9,hit_into_play,2382,0.274,0,1
"Greinke, Zack",FF,2020,88.5,88.8,6.2,foul,2163,,,
"Dayton, Grant",FF,2020,89.9,89.9,6.5,hit_into_play,2123,0.009,0,1
"Dayton, Grant",FF,2020,91.3,91.7,6.6,hit_into_play,2271,0.165,0,1
"Urías, Julio",FF,2020,94.5,93.9,5.9,swinging_strike,2462,,,
"Dayton, Grant",FF,2020,90.9,91.1,6.5,foul,2181,,,
"Dayton, Grant",FF,2020,90.7,91,6.6,swinging_strike,2235,,0,1
"Glasnow, Tyler",FF,2020,99.4,101.6,7.4,foul,2544,,,
"Javier, Cristian",FF,2020,94.5,94,6.1,foul,2308,,,
"Greinke, Zack",FF,2020,90.7,90.6,6,foul,2390,,,
"Javier, Cristian",FF,2020,93.0,92.3,6,swinging_strike,2273,,,
"Dayton, Grant",FF,2020,91.0,91.3,6.5,swinging_strike,2264,,,
"Glasnow, Tyler",FF,2020,98.4,100.4,7.2,foul,2355,,,
"Glasnow, Tyler",FF,2020,97.9,99.7,7.3,foul,2591,,,
"Wood, Alex",SI,2020,93.2,93.4,6.4,foul,2138,,,
"Greinke, Zack",FF,2020,87.6,87.1,5.8,swinging_strike,2174,,,
"Javier, Cristian",FF,2020,94.3,93.8,6.1,foul,2354,,,
"Urías, Julio",FF,2020,95.1,94,5.8,foul,2423,,,
"Dayton, Grant",FF,2020,91.6,91.5,6.5,hit_into_play,2322,0.606,0,1
"Wood, Alex",SI,2020,92.6,93.2,6.7,foul,2302,,,
"Dayton, Grant",FF,2020,91.3,91.7,6.7,foul,2200,,,
"Urías, Julio",FF,2020,95.8,95.2,6,hit_into_play,2481,0.126,0,1
"Webb, Jacob",FF,2020,94.3,94.2,6.2,foul,2444,,,
"Ynoa, Huascar",FF,2020,90.2,89.5,5.8,hit_into_play,1961,0,0,1
"Wood, Alex",SI,2020,92.8,93.3,6.6,foul,2240,,,
"Wood, Alex",SI,2020,92.1,91.9,6.3,foul,2130,,,
"Wright, Kyle",SI,2020,94.5,94.5,6.2,swinging_strike,2181,,,
"Javier, Cristian",FF,2020,92.7,92.2,6,hit_into_play,2310,0,0,1
"Urías, Julio",FF,2020,95.6,95,6,foul,2382,,,
"Greene, Shane",FC,2020,90.1,89.7,5.6,swinging_strike,2438,,,
"Glasnow, Tyler",FF,2020,100.6,102.6,7.5,foul,2484,,,
"Wright, Kyle",FF,2020,94.8,94.5,6.1,hit_into_play,2270,1.953,2,1
"Greene, Shane",SI,2020,93.2,92.1,5.6,foul,2100,,,
"Glasnow, Tyler",FF,2020,99.8,101.7,7.4,swinging_strike,2447,,,
"Alvarado, José",SI,2020,97.6,98.6,6.9,hit_into_play,2085,0.229,0,1
"Dayton, Grant",FF,2020,90.7,91,6.4,swinging_strike,2148,,,
"Urías, Julio",FF,2020,95.4,94.7,6,foul,2514,,,
"Wood, Alex",SI,2020,91.5,91.8,6.5,foul,1954,,,
"Dayton, Grant",FF,2020,89.7,90,6.7,hit_into_play,2267,0.689,2,1
"Alvarado, José",SI,2020,97.4,98.6,7,foul,2104,,,
"Alvarado, José",SI,2020,97.0,97.8,6.9,foul,2198,,,
"Glasnow, Tyler",FF,2020,100.0,101.9,7.5,hit_into_play,2461,0.08,0,1
"Glasnow, Tyler",FF,2020,99.4,100.9,7.2,swinging_strike,2480,,,
"Javier, Cristian",FF,2020,93.3,92.6,6,foul,2333,,,
"Greinke, Zack",FF,2020,90.4,90.1,6,foul_tip,2386,,0,1
"Ynoa, Huascar",FF,2020,96.4,95.5,5.7,swinging_strike,1936,,,
"Kolarek, Adam",SI,2020,91.2,91.8,6.6,hit_into_play,2173,0.093,0,1
"Javier, Cristian",FF,2020,93.5,92.6,5.9,foul,2313,,,
"Greinke, Zack",FF,2020,89.4,89.1,6,foul,2260,,,
"Wood, Alex",SI,2020,91.6,91.9,6.6,swinging_strike,1996,,0,1
"Alvarado, José",SI,2020,97.9,98.8,6.9,hit_into_play,2114,0.879,0.9,1
"Ynoa, Huascar",FF,2020,98.0,97.6,5.9,foul,2059,,,
"Dayton, Grant",FF,2020,90.3,90.6,6.6,foul,2353,,,
"Webb, Jacob",FF,2020,94.1,94.3,6.6,foul,2465,,,
"Javier, Cristian",FF,2020,93.8,93.6,6.1,hit_into_play,2216,0,0,1
"Wood, Alex",SI,2020,91.5,91.4,6.3,foul,2039,,,
"Webb, Jacob",FF,2020,94.3,93.5,6,hit_into_play,2435,0.222,0.9,1
"Javier, Cristian",FF,2020,94.3,93.8,6.1,foul_tip,2435,,,
"Kolarek, Adam",SI,2020,90.4,90.9,6.8,foul,2016,,,
"Alvarado, José",SI,2020,98.5,99,6.7,swinging_strike,2164,,,
"Urías, Julio",FF,2020,95.4,94.5,5.8,foul,2467,,,
"Kolarek, Adam",SI,2020,91.4,92,6.7,hit_into_play,2030,0.876,1.25,1
"Dayton, Grant",FF,2020,90.1,90.2,6.5,hit_into_play,2130,1.619,2,1
"Wood, Alex",SI,2020,92.7,93.2,6.5,foul,2161,,,
"Slegers, Aaron",SI,2020,92.8,94,7.1,hit_into_play,1978,0.348,0,1
"Wright, Kyle",SI,2020,94.3,94.8,6.4,hit_into_play,2189,0.914,1.25,1
"Wood, Alex",SI,2020,92.3,92.7,6.5,swinging_strike,2162,,,
"Javier, Cristian",FF,2020,94.9,94.5,6,hit_into_play,2361,0.138,0.9,1
"Urías, Julio",FF,2020,95.0,94.6,6,foul,2425,,,
"Urías, Julio",FF,2020,94.6,93.8,5.9,foul,2378,,,
"Ynoa, Huascar",FF,2020,97.5,96.3,5.6,foul,2189,,,
"Javier, Cristian",FF,2020,94.1,93.7,6.1,swinging_strike,2379,,,
"Webb, Jacob",FF,2020,94.4,93.9,6,foul,2438,,,
"Kolarek, Adam",SI,2020,90.6,91.1,6.7,hit_into_play,2146,0.103,0,1
"Greene, Shane",FC,2020,88.0,87.1,5.5,foul,2453,,,
"Alvarado, José",SI,2020,98.1,99.2,6.9,swinging_strike,2192,,0,1
"Wood, Alex",SI,2020,91.7,91.8,6.4,swinging_strike,2273,,,
"Javier, Cristian",FF,2020,95.0,94.5,6.1,swinging_strike,2271,,,
"Glasnow, Tyler",FF,2020,100.4,102,7.3,hit_into_play,2483,1.246,2,1
"Javier, Cristian",FF,2020,94.7,94.4,6.1,hit_into_play,2212,0.009,0,1
"Jansen, Kenley",SI,2020,91.6,93.5,7.5,foul,2192,,,
"Greinke, Zack",FF,2020,91.0,90.9,6.1,hit_into_play,2340,0.217,0,1
"Wood, Alex",SI,2020,91.6,91.7,6.5,hit_into_play,2211,0.078,0.9,1
"Greene, Shane",FC,2020,87.6,86.6,5.5,foul,2353,,,
"Glasnow, Tyler",FF,2020,99.0,101,7.5,hit_into_play,2568,0.036,0,1
"Báez, Pedro",FF,2020,95.1,94.7,6,swinging_strike,2214,,0,1
"Urías, Julio",FF,2020,94.6,94,6,foul,2426,,,
"Wood, Alex",SI,2020,92.2,92.5,6.5,foul,2126,,,
"Jansen, Kenley",FC,2020,89.9,92,7.5,foul,2563,,,
"Slegers, Aaron",SI,2020,92.9,94.3,7.1,hit_into_play,2102,0.018,0,1
"Jansen, Kenley",FC,2020,89.9,92,7.3,hit_into_play,2615,0,0,1
"Dayton, Grant",FF,2020,90.4,90.4,6.6,hit_into_play,2028,0.747,0.9,1
"Ynoa, Huascar",FF,2020,97.9,96.6,5.7,foul,2157,,,
"Kolarek, Adam",SI,2020,90.8,91.4,6.6,swinging_strike,2160,,,
"Slegers, Aaron",SI,2020,93.3,94.4,7.2,foul,1975,,,
"Urías, Julio",FF,2020,94.8,94.1,5.9,foul,2366,,,
"Javier, Cristian",FF,2020,95.1,94.8,6,foul,2402,,,
"Wood, Alex",SI,2020,91.6,91.6,6.3,swinging_strike,2175,,,
"Jansen, Kenley",FC,2020,89.6,91.4,7.3,hit_into_play,2575,1.393,0,1
"Ynoa, Huascar",FF,2020,97.1,95.7,5.6,foul,2094,,,
"Webb, Jacob",FF,2020,95.8,95.5,6.2,swinging_strike,2535,,,
"Jansen, Kenley",FC,2020,88.3,90.1,7.4,foul,2576,,,
"Glasnow, Tyler",FF,2020,98.5,99.6,7.1,hit_into_play,2701,0.585,0.9,1
"Urías, Julio",FF,2020,94.1,93.1,5.8,foul,2398,,,
"Kolarek, Adam",SI,2020,88.7,89.2,6.7,foul,2156,,,
"Slegers, Aaron",SI,2020,92.5,93.7,7.1,swinging_strike,1981,,,
"Wright, Kyle",SI,2020,94.6,94.6,6.3,hit_into_play,2154,0.718,1.25,1
"Báez, Pedro",FF,2020,95.4,94.7,5.8,hit_into_play,2169,0.021,0,1
"Ynoa, Huascar",FF,2020,98.4,97.4,6,swinging_strike,2249,,,
"Jansen, Kenley",FC,2020,89.9,92,7.5,foul,2605,,,
"Kolarek, Adam",SI,2020,89.3,89.4,6.6,hit_into_play,2121,0.702,0.9,1
"Alvarado, José",SI,2020,97.6,98.5,6.8,swinging_strike,2222,,,
"Wright, Kyle",SI,2020,94.8,94.7,6.4,hit_into_play,2084,0.064,0.9,1
"Anderson, Ian",FF,2020,94.7,95.8,7,foul_tip,1913,,0,1
"Gonsolin, Tony",FF,2020,95.8,94.6,5.8,hit_into_play,2493,0.15,1.25,1
"Yarbrough, Ryan",SI,2020,85.2,85.4,6.4,hit_into_play,1893,1.136,2,1
"Gonsolin, Tony",FF,2020,94.8,93.9,5.9,foul,2411,,,
"Yarbrough, Ryan",FC,2020,83.1,83.7,6.6,hit_into_play,2110,0.511,0,1
"Gonsolin, Tony",FF,2020,95.8,95.2,6.1,foul,2389,,,
"Gonsolin, Tony",FF,2020,94.2,93.4,5.9,foul,2397,,,
"Urquidy, José",FF,2020,93.7,92.9,6,swinging_strike,2367,,,
"Gonsolin, Tony",FF,2020,95.8,95.1,6,foul,2446,,,
"Gonsolin, Tony",FF,2020,95.3,94.4,5.9,foul,2484,,,
"Gonsolin, Tony",FF,2020,96.0,95.2,5.8,foul,2467,,,
"Gonsolin, Tony",FF,2020,95.5,94.8,5.9,foul_tip,2463,,,
"Urquidy, José",FF,2020,96.1,95.7,6.1,foul,2353,,,
"Yarbrough, Ryan",FC,2020,84.0,84.7,6.7,hit_into_play,2078,0.022,0,1
"Gonsolin, Tony",FF,2020,95.5,94.5,5.8,foul,2324,,,
"Urquidy, José",FF,2020,96.1,95.4,6,foul,2388,,,
"Yarbrough, Ryan",SI,2020,88.5,88.8,6.4,hit_into_play,1938,0.564,0,1
"Urquidy, José",FF,2020,96.3,95.6,6,swinging_strike,2436,,,
"Gonsolin, Tony",FF,2020,95.2,94.2,5.9,foul,2329,,,
"Gonsolin, Tony",FF,2020,96.2,95.1,5.9,hit_into_play,2601,0.198,0,1
"Yarbrough, Ryan",SI,2020,87.6,87.6,6.4,foul,1940,,,
"Anderson, Ian",FF,2020,93.9,94.4,6.6,hit_into_play,2007,0.821,0.9,1
"Yarbrough, Ryan",FC,2020,84.1,84.5,6.4,hit_into_play,2249,0.464,0,1
"Urquidy, José",FF,2020,94.0,93.3,6.1,hit_into_play,2492,0.693,0,1
"Yarbrough, Ryan",FC,2020,84.9,86.1,6.8,foul,2335,,,
"Anderson, Ian",FF,2020,94.2,0,,foul,1989,,,
"Urquidy, José",FF,2020,96.7,96.1,6.1,hit_into_play,2369,0.17,0,1
"Urquidy, José",FF,2020,95.6,95.4,6,hit_into_play,2328,0.074,0,1
"Gonsolin, Tony",FF,2020,97.0,95.9,5.7,swinging_strike,2482,,,
"Anderson, Ian",FF,2020,94.4,95.8,7.1,hit_into_play,1940,1.808,0,1
"Gonsolin, Tony",FF,2020,96.6,95.9,5.9,foul_tip,2371,,0,1
"Urquidy, José",FF,2020,94.9,94.4,6,foul,2299,,,
"Yarbrough, Ryan",FC,2020,82.8,84.1,6.8,foul,2446,,,
"Urquidy, José",FF,2020,94.4,93.3,5.9,foul,2368,,,
"Urquidy, José",FF,2020,95.3,94.7,6,hit_into_play,2408,0.668,0,1
"Gonsolin, Tony",FF,2020,94.3,93.4,5.8,swinging_strike,2432,,,
"Anderson, Ian",FF,2020,94.7,95.4,6.6,foul,1991,,,
"Anderson, Ian",FF,2020,95.3,96.4,6.9,hit_into_play,2087,0,0,1
"Gonsolin, Tony",FF,2020,94.6,94.1,6,foul,2383,,,
"Anderson, Ian",FF,2020,95.0,96.2,7.1,hit_into_play,1888,0.014,0,1
"Wood, Alex",SI,2020,91.7,91.8,6.4,swinging_strike,2179,,,
"Yarbrough, Ryan",FC,2020,84.5,85.5,6.7,hit_into_play,2260,0.664,0.9,1
"Wood, Alex",SI,2020,92.1,92.3,6.7,foul,2353,,,
"Yarbrough, Ryan",FC,2020,85.8,86.8,6.5,swinging_strike,2196,,,
"Urquidy, José",FF,2020,95.1,94.7,5.9,hit_into_play,2326,0,0,1
"Wood, Alex",SI,2020,90.5,90.8,6.5,hit_into_play,2152,0.007,0,1
"Anderson, Ian",FF,2020,95.5,95.6,6.4,swinging_strike,2069,,,
"Anderson, Ian",FF,2020,94.7,92,4.7,foul,1942,,,
"Wood, Alex",SI,2020,90.5,90.2,6.3,swinging_strike,2360,,,
"Wood, Alex",SI,2020,92.4,92.8,6.6,hit_into_play,2302,0.018,0,1
"Urquidy, José",FF,2020,96.2,95.9,6,foul,2367,,,
"Wood, Alex",SI,2020,92.1,92.1,6.4,foul,2261,,,
"Matzek, Tyler",FF,2020,97.1,97.1,6.2,hit_into_play,2584,0.53,0,1
"Yarbrough, Ryan",FC,2020,84.4,85.1,6.8,foul,2340,,,
"Gonsolin, Tony",FF,2020,96.4,95.4,5.9,hit_into_play,2385,0.066,0,1
"Urquidy, José",FF,2020,96.3,95.5,6,swinging_strike,2394,,,
"Kolarek, Adam",SI,2020,91.0,91.8,6.7,hit_into_play,1982,0.085,0,1
"Kolarek, Adam",SI,2020,89.5,90.1,6.7,foul,2140,,,
"Wood, Alex",SI,2020,92.9,93.3,6.6,swinging_strike,2334,,,
"Gonsolin, Tony",FF,2020,97.0,96.1,5.8,swinging_strike,2447,,0,1
"James, Josh",FF,2020,96.8,97.4,6.8,hit_into_play,2487,0,0,1
"Gonsolin, Tony",FF,2020,96.0,94.8,5.7,foul,2434,,,
"Yarbrough, Ryan",FC,2020,83.2,83.9,6.5,foul,2343,,,
"Wood, Alex",SI,2020,91.8,92.2,6.6,foul,2229,,,
"Gonsolin, Tony",FF,2020,95.2,94.2,5.8,foul,2383,,,
"Urquidy, José",FF,2020,95.4,94.8,6,swinging_strike,2431,,,
"Matzek, Tyler",FF,2020,96.9,96.8,6.3,swinging_strike,2602,,0,1
"Gonsolin, Tony",FF,2020,94.8,94,5.8,hit_into_play,2197,0.403,0,1
"Matzek, Tyler",FF,2020,95.4,95.4,6.4,foul,2606,,,
"Kolarek, Adam",SI,2020,90.1,90.2,6.6,swinging_strike,2159,,,
"Urquidy, José",FF,2020,96.2,95.3,5.8,foul,2305,,,
"Kolarek, Adam",SI,2020,89.5,90.2,6.8,hit_into_play,2038,0.854,0.9,1
"Yarbrough, Ryan",SI,2020,89.7,89.9,6.5,foul,2182,,,
"Kolarek, Adam",SI,2020,89.6,90.2,6.7,foul,2092,,,
"Tomlin, Josh",FC,2020,87.0,86.2,5.5,hit_into_play,2742,1.983,2,1
"Gonsolin, Tony",FF,2020,96.2,95.5,5.8,hit_into_play,2468,0,0,1
"James, Josh",FF,2020,98.0,98.2,6.6,swinging_strike,2511,,0,1
"Matzek, Tyler",FF,2020,93.9,94.1,6.4,hit_into_play,2457,0.161,0,1
"Kolarek, Adam",SI,2020,89.4,89.9,6.7,foul,2120,,,
"James, Josh",FF,2020,97.3,97.7,6.7,foul,2439,,,
"Anderson, Ian",FF,2020,94.9,96.5,7.2,hit_into_play,1987,0.018,0,1
"Yarbrough, Ryan",FC,2020,82.8,83.3,6.4,hit_into_play,2299,0.006,0,1
"Wood, Alex",SI,2020,92.2,91.4,5.8,foul,2120,,,
"Matzek, Tyler",FF,2020,94.2,93.9,6.3,swinging_strike,2460,,,
"Báez, Pedro",FF,2020,95.1,94.5,6,foul,2135,,,
"James, Josh",FF,2020,96.1,96.3,6.5,foul,2451,,,
"Taylor, Blake",FF,2020,95.9,96.3,6.5,hit_into_play,2461,0.215,0,1
"Curtiss, John",FF,2020,96.2,96.7,6.7,hit_into_play,2455,0.084,0.9,1
"Tomlin, Josh",FC,2020,86.7,86.2,5.7,foul,2777,,,
"Thompson, Ryan",SI,2020,92.6,93.1,6.7,foul,1841,,,
"James, Josh",FF,2020,96.4,97,6.7,swinging_strike,2446,,,
"Wood, Alex",SI,2020,92.2,92.7,6.7,swinging_strike,2122,,,
"Floro, Dylan",SI,2020,94.5,94.7,6.4,foul,2266,,,
"Anderson, Ian",FF,2020,94.8,92.8,5.1,foul,2048,,,
"Gonsolin, Tony",FF,2020,95.8,95.2,6,swinging_strike,2475,,0,1
"Taylor, Blake",FF,2020,91.5,91.9,6.4,hit_into_play,2201,0.16,0,1
"Urquidy, José",FF,2020,96.2,95.3,5.8,hit_into_play,2425,0.535,0.9,1
"Yarbrough, Ryan",FC,2020,83.4,84.1,6.5,hit_into_play,2351,0.451,0,1
"James, Josh",FF,2020,98.1,98.6,6.6,swinging_strike,2494,,0,1
"Matzek, Tyler",FF,2020,97.1,97.1,6.4,foul,2455,,,
"O'Day, Darren",FF,2020,85.0,85.5,6.7,hit_into_play,2383,0.863,0.9,1
"Urquidy, José",FF,2020,97.7,97.3,6,hit_into_play,2271,0.414,0.9,1
"Tomlin, Josh",FC,2020,85.8,85.3,5.7,hit_into_play,2533,0.626,1.25,1
"Fairbanks, Pete",FF,2020,97.5,98.2,7,hit_into_play,2232,0.117,0,1
"Gonsolin, Tony",FF,2020,95.9,94.5,5.6,swinging_strike,2490,,,
"Tomlin, Josh",FC,2020,86.9,85.9,5.5,foul,2652,,,
"Curtiss, John",FF,2020,95.9,96,6.5,hit_into_play,2419,0.391,0,1
"Taylor, Blake",FF,2020,95.8,96.7,6.6,swinging_strike,2233,,,
"Thompson, Ryan",SI,2020,91.7,91.9,6.7,swinging_strike,1954,,,
"Anderson, Ian",FF,2020,94.9,93,5.3,foul,2064,,,
"Matzek, Tyler",FF,2020,96.4,96.9,6.5,foul,2510,,,
"Urquidy, José",FF,2020,96.6,96,5.9,foul,2375,,,
