player_name,pitch_type,game_year,release_speed,effective_speed,release_extension,description,release_spin_rate,estimated_woba_using_speedangle,woba_value,woba_denom
"Lyles, Jordan",FF,2020,91.1,92,6.8,hit_into_play,2149,0.207,0.9,1
"Roark, Tanner",FF,2020,91.3,91.2,6,hit_into_play,2033,1.002,1.25,1
"Pivetta, Nick",FF,2020,92.6,93.2,7,foul,2254,,,
"May, Dustin",SI,2020,96.3,96.8,6.5,foul,2376,,,
"Singer, Brady",SI,2020,94.1,94.3,6.6,swinging_strike,2248,,0,1
"Smyly, Drew",FC,2020,85.1,84.8,5.7,foul,2151,,,
"Akin, Keegan",FF,2020,91.6,90.8,5.7,hit_into_play,2298,0.194,0,1
"Peralta, Freddy",FF,2020,92.4,94.1,7.3,foul,2408,,,
"Skubal, Tarik",FF,2020,93.8,93.6,6,swinging_strike,2234,,,
"Wilson, Bryse",FF,2020,93.5,93.7,6.5,swinging_strike,2213,,,
"Skubal, Tarik",FF,2020,94.5,94.3,6.1,hit_into_play,2363,1.954,2,1
"Castano, Daniel",FF,2020,90.0,90.1,6.2,swinging_strike,2393,,,
"Voth, Austin",FF,2020,91.8,92,6.6,foul,2068,,,
"Bumgarner, Madison",FF,2020,88.9,89.3,6.9,foul,2479,,,
"Brubaker, JT",SI,2020,93.6,92.9,5.8,hit_into_play,2252,1.905,2,1
"Matz, Steven",SI,2020,94.5,95.2,6.7,hit_into_play,2276,0.054,0,1
"Montas, Frankie",FF,2020,95.3,94.6,5.9,swinging_strike,2373,,0,1
"Wilson, Bryse",SI,2020,95.5,96,6.5,hit_into_play,2035,0.167,0.9,1
"Smyly, Drew",FF,2020,94.0,93.5,5.8,foul,2248,,,
"Rodriguez, Nivaldo",FF,2020,92.4,92.2,6,hit_into_play,1956,0.246,0.9,1
"Roark, Tanner",FF,2020,90.2,89.7,5.9,hit_into_play,1957,0.274,0,1
"Bumgarner, Madison",FF,2020,89.6,90.2,7,hit_into_play,2548,1.404,0,1
"Wilson, Bryse",SI,2020,93.3,93.6,6.5,foul,2081,,,
"Fleming, Josh",SI,2020,91.1,90.9,6.6,hit_into_play,1891,0.138,0,1
"Gray, Sonny",FF,2020,92.5,93.1,6.6,foul,2498,,,
"Voth, Austin",FC,2020,86.6,86.4,6.4,hit_into_play,2399,0.158,0,1
"Castano, Daniel",SI,2020,87.8,87.8,6.3,hit_into_play,2109,0.12,0,1
"Freeland, Kyle",FF,2020,91.9,92.2,6.7,foul,2476,,,
"Castano, Daniel",FF,2020,91.4,91.6,6.4,foul,2317,,,
"Peralta, Freddy",FF,2020,92.5,93.7,7.2,hit_into_play,2366,0.279,0,1
"Matz, Steven",SI,2020,93.7,94,6.4,foul,2127,,,
"Akin, Keegan",FF,2020,92.6,91.3,5.6,foul,2352,,,
"Alzolay, Adbert",SI,2020,95.5,95.5,6.2,foul,2392,,,
"Schmidt, Clarke",SI,2020,93.5,92.8,5.9,foul,2162,,,
"Rodriguez, Nivaldo",FF,2020,92.9,92.6,6.1,foul,2094,,,
"Wilson, Bryse",FF,2020,95.0,95.8,6.7,foul,2127,,,
"May, Dustin",SI,2020,96.9,97.3,6.3,foul,2424,,,
"Nola, Aaron",FF,2020,95.3,96.2,7.1,swinging_strike,2222,,0,1
"Peralta, Freddy",FF,2020,91.7,93.5,7.4,foul,2352,,,
"Schmidt, Clarke",SI,2020,93.5,92.8,5.9,foul,2419,,,
"Roark, Tanner",FF,2020,89.8,89.9,6,swinging_strike,2132,,,
"Nelson, Nick",FF,2020,96.1,95.7,6.2,foul,2003,,,
"Montas, Frankie",SI,2020,94.9,94.4,5.9,hit_into_play,2343,0.362,0.9,1
"Skubal, Tarik",FF,2020,94.6,93.9,6.1,foul,2407,,,
"Matz, Steven",SI,2020,94.1,94.4,6.4,swinging_strike,2177,,,
"Brubaker, JT",SI,2020,92.6,92.1,6,hit_into_play,2236,0.107,0,1
"Pivetta, Nick",FF,2020,92.4,93.3,6.9,foul,2325,,,
"Gonzales, Marco",FC,2020,84.5,85.4,6.6,hit_into_play,2124,0.456,0,1
"Bumgarner, Madison",FF,2020,89.5,90.2,6.9,foul,2474,,,
"Wilson, Bryse",SI,2020,94.3,94.8,6.5,foul,2263,,,
"Alzolay, Adbert",FF,2020,94.6,94.8,6.2,foul,2372,,,
"Castano, Daniel",FF,2020,86.6,86.5,6.3,hit_into_play,2217,0.637,0.9,1
"Brubaker, JT",SI,2020,92.1,91.7,5.8,foul,2265,,,
"López, Reynaldo",FF,2020,93.2,93.1,6.3,foul,2150,,,
"De Jong, Chase",FF,2020,92.0,91.5,6.1,foul,2475,,,
"Bumgarner, Madison",FC,2020,85.7,86.3,6.8,foul,2599,,,
"Montas, Frankie",FF,2020,96.6,96.3,6,swinging_strike,2479,,0,1
"Pivetta, Nick",FF,2020,91.4,92.1,6.8,foul,2099,,,
"Fleming, Josh",SI,2020,91.3,91.8,6.8,hit_into_play,1869,0.555,0.9,1
"Castano, Daniel",FF,2020,88.4,88.2,6.3,foul,2300,,,
"Voth, Austin",FF,2020,92.5,92.5,6.4,hit_into_play,2256,0.016,0,1
"Singer, Brady",SI,2020,93.2,94.3,6.7,swinging_strike,2254,,,
"Nelson, Nick",FF,2020,94.4,94.6,6.3,hit_into_play,1969,0.211,0,1
"Wilson, Bryse",FF,2020,95.6,96.5,6.7,foul,2219,,,
